LearningStandardId,Description,CourseTitle,Namespace,ContentStandard.Title,GradeLevel.CodeValue,GradeLevel.Namespace,AcademicSubject.CodeValue,AcademicSubject.Namespace
110.32.14.B,"write a poem using a variety of poetic techniques (e.g., structural elements, figurative language) and a variety of poetic forms (e.g., sonnets, ballads).","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.14.C,write a script with an explicit or implicit theme and details that contribute to a definite mood or tone.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15,Writing/Expository and Procedural Texts. Students write expository and procedural or work-related texts to communicate ideas and information to specific audiences for specific purposes.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.A,write an analytical essay of sufficient length that includes,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Ai,write an analytical essay of sufficient length that includes effective introductory and concluding paragraphs and a variety of sentence structures.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Aii,"write an analytical essay of sufficient length that includes rhetorical devices, and transitions between paragraphs.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Aiii,write an analytical essay of sufficient length that includes a thesis or controlling idea.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Aiv,"write an analytical essay of sufficient length that includes an organizing structure appropriate to purpose, audience, and context.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Av,write an analytical essay of sufficient length that includes relevant evidence and well-chosen details.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Avi,"write an analytical essay of sufficient length that includes distinctions about the relative value of specific data, facts, and ideas that support the thesis statement.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.B,"write procedural or work-related documents (e.g., instructions, e-mails, correspondence, memos, project plans) that include","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Bi,"write procedural or work-related documents (e.g., instructions, e-mails, correspondence, memos, project plans) that include organized and accurately conveyed information.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Bii,"write procedural or work-related documents (e.g., instructions, e-mails, correspondence, memos, project plans) that include reader-friendly formatting techniques.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Biii,"write procedural or work-related documents (e.g., instructions, e-mails, correspondence, memos, project plans) that include anticipation of readers' questions.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.C,"write an interpretative response to an expository or a literary text (e.g., essay or review) that","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Ci,"write an interpretative response to an expository or a literary text (e.g., essay or review) that extends beyond a summary and literal analysis.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Cii,"write an interpretative response to an expository or a literary text (e.g., essay or review) that addresses the writing skills for an analytical essay and provides evidence from the text using embedded quotations.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.Ciii,"write an interpretative response to an expository or a literary text (e.g., essay or review) that analyzes the aesthetic effects of an author's use of stylistic and rhetorical devices.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.15.D,"produce a multimedia presentation (e.g., documentary, class newspaper, docudrama, infomercial, visual or textual parodies, theatrical production) with graphics, images, and sound that conveys a distinctive point of view and appeals to a specific audience.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.16,Writing/Persuasive Texts. Students write persuasive texts to influence the attitudes or actions of a specific audience on specific issues.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.16.A,a clear thesis or position based on logical reasons supported by precise and relevant evidence.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.16.B,"consideration of the whole range of information and views on the topic and accurate and honest representation of these views (i.e., in the author's own words and not out of context).","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.16.C,counter-arguments based on evidence to anticipate and address objections.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.16.D,"an organizing structure appropriate to the purpose, audience, and context.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.16.E,"an analysis of the relative value of specific data, facts, and ideas.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.16.F,"a range of appropriate appeals (e.g., descriptions, anecdotes, case studies, analogies, illustrations).","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.17,Oral and Written Conventions/Conventions. Students understand the function of and use the conventions of academic language when speaking and writing. Students will continue to apply earlier standards with greater complexity.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.17.A,"use and understand the function of the following parts of speech in the context of reading, writing, and speaking","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.17.Ai,"use and understand the function of the following parts of speech in the context of reading, writing, and speaking more complex active and passive tenses and verbals (gerunds, infinitives, participles).","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.17.Aii,"use and understand the function of the following parts of speech in the context of reading, writing, and speaking restrictive and nonrestrictive relative clauses.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.17.Aiii,"use and understand the function of the following parts of speech in the context of reading, writing, and speaking reciprocal pronouns (e.g., each other, one another).","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.17.B,"identify and use the subjunctive mood to express doubts, wishes, and possibilities.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.17.C,"use a variety of correctly structured sentences (e.g., compound, complex, compound-complex).","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.18,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation. Students write legibly and use appropriate capitalization and punctuation conventions in their compositions.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.18.A,use conventions of capitalization.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.18.B,use correct punctuation marks including,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.18.Bi,"use correct punctuation marks including comma placement in nonrestrictive phrases, clauses, and contrasting expressions.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.18.Bii,use correct punctuation marks including quotation marks to indicate sarcasm or irony.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.18.Biii,use correct punctuation marks including dashes to emphasize parenthetical information.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.19,Oral and Written Conventions/Spelling. Students spell correctly.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.19.A,"spell correctly, including using various resources to determine and check correct spellings.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.20,Research/Research Plan. Students ask open-ended research questions and develop a plan for answering them.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.20.A,"brainstorm, consult with others, decide upon a topic, and formulate a major research question to address the major research topic.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.20.B,"formulate a plan for engaging in research on a complex, multi-faceted topic.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.21,"Research/Gathering Sources. Students determine, locate, and explore the full range of relevant sources addressing a research question and systematically record the information they gather.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.21.A,follow the research plan to compile data from authoritative sources in a manner that identifies the major issues and debates within the field of inquiry.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.21.B,"organize information gathered from multiple sources to create a variety of graphics and forms (e.g., notes, learning logs).","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.21.C,"paraphrase, summarize, quote, and accurately cite all researched information according to a standard format (e.g., author, title, page number).","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.22,Research/Synthesizing Information. Students clarify research questions and evaluate and synthesize collected information.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.22.A,modify the major research question as necessary to refocus the research plan.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.22.B,"evaluate the relevance of information to the topic and determine the reliability, validity, and accuracy of sources (including Internet sources) by examining their authority and objectivity.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.22.C,critique the research process at each step to implement changes as the need occurs and is identified.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.23,Research/Organizing and Presenting Ideas. Students organize and present their ideas and information according to the purpose of the research and their audience.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.23.A,marshals evidence in support of a clear thesis statement and related claims.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.23.B,provides an analysis for the audience that reflects a logical progression of ideas and a clearly stated point of view.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.23.C,uses graphics and illustrations to help explain concepts where appropriate.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.23.D,"uses a variety of evaluative tools (e.g., self-made rubrics, peer reviews, teacher and expert evaluations) to examine the quality of the research.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.23.E,"uses a style manual (e.g., Modern Language Association, Chicago Manual of Style) to document sources and format written materials.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.24,Listening and Speaking/Listening. Students will use comprehension skills to listen attentively to others in formal and informal settings. Students will continue to apply earlier standards with greater complexity.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.24.A,"listen responsively to a speaker by taking notes that summarize, synthesize, or highlight the speaker's ideas for critical reflection and by asking questions related to the content for clarification and elaboration.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.24.B,"follow and give complex oral instructions to perform specific tasks, answer questions, solve problems, and complete processes.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.24.C,evaluate how the style and structure of a speech support or undermine its purpose or meaning.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.25,"Listening and Speaking/Speaking. Students speak clearly and to the point, using the conventions of language. Students will continue to apply earlier standards with greater complexity.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.25.A,"advance a coherent argument that incorporates a clear thesis and a logical progression of valid evidence from reliable sources and that employs eye contact, speaking rate (e.g., pauses for effect), volume, enunciation, purposeful gestures, and conventions of language to communicate ideas effectively.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.26,Listening and Speaking/Teamwork. Students work productively with others in teams. Students will continue to apply earlier standards with greater complexity.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.26.A,"participate productively in teams, building on the ideas of others, contributing relevant information, developing a plan for consensus-building, and setting ground rules for decision-making.","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.RC.A,"reflect on understanding to monitor comprehension (e. g., asking questions, summarizing and synthesizing, making connections, creating sensory images).","English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.32.RC.B,make complex inferences about text and use textual evidence to support understanding.,"English Language Arts and Reading, English II, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Tenth grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.33.1,Reading/Vocabulary Development. Students understand new vocabulary and use it when reading and writing.,"English Language Arts and Reading, English III, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Eleventh grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.33.1.A,"determine the meaning of grade-level technical academic English words in multiple content areas (e.g., science, mathematics, social studies, the arts) derived from Latin, Greek, or other linguistic roots and affixes.","English Language Arts and Reading, English III, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Eleventh grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.33.1.B,analyze textual context (within a sentence and in larger sections of text) to draw conclusions about the nuance in word meanings.,"English Language Arts and Reading, English III, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Eleventh grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.33.1.C,infer word meaning through the identification and analysis of analogies and other word relationships.,"English Language Arts and Reading, English III, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Eleventh grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.33.1.D,recognize and use knowledge of cognates in different languages and of word origins to determine the meaning of words.,"English Language Arts and Reading, English III, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Eleventh grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
110.33.1.E,"use general and specialized dictionaries, thesauri, glossaries, histories of language, books of quotations, and other related references (printed or electronic) as needed.","English Language Arts and Reading, English III, 2009-2010",uri://ed-fi.org/LearningStandard/LearningStandard.xml,State Standard,Eleventh grade,http://www.ed-fi.org/Descriptor/GradeLevelDescriptor.xml,English Language Arts,http://www.ed-fi.org/Descriptor/AcademicSubjectDescriptor.xml
