SectionIdentifier,SequenceOfCourse,EducationalEnvironment,InstructionLanguage,AvailableCredits.CreditConversion,AvailableCredits.CreditType,AvailableCredits.Credits1,CourseOfferingReference.id,CourseOfferingReference.ref,CourseOfferingReference.CourseOfferingIdentity.LocalCourseCode,CourseOfferingReference.CourseOfferingIdentity.SessionReference.id,CourseOfferingReference.CourseOfferingIdentity.SessionReference.ref,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionIdentity.SchoolYear,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionIdentity.SessionName,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionIdentity.SchoolReference.id,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionIdentity.SchoolReference.ref,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionIdentity.SchoolReference.SchoolIdentity.SchoolId,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionLookup.SchoolYear,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionLookup.SessionName,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionLookup.Term,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionLookup.SchoolReference.id,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionLookup.SchoolReference.ref,CourseOfferingReference.CourseOfferingIdentity.SessionReference.SessionLookup.SchoolReference.SchoolIdentity.SchoolId,CourseOfferingReference.CourseOfferingIdentity.SchoolReference.id,CourseOfferingReference.CourseOfferingIdentity.SchoolReference.ref,CourseOfferingReference.CourseOfferingIdentity.SchoolReference.SchoolIdentity.SchoolId,LocationSchoolReference.id,LocationSchoolReference.ref,LocationSchoolReference.SchoolIdentity.SchoolId,LocationReference.id,LocationReference.ref,LocationReference.LocationIdentity.ClassroomIdentificationCode,LocationReference.LocationIdentity.SchoolReference.id,LocationReference.LocationIdentity.SchoolReference.ref,LocationReference.LocationIdentity.SchoolReference.SchoolIdentity.SchoolId,ClassPeriodReference.id,ClassPeriodReference.ref,ClassPeriodReference.ClassPeriodIdentity.ClassPeriodName,ClassPeriodReference.ClassPeriodIdentity.SchoolReference.id,ClassPeriodReference.ClassPeriodIdentity.SchoolReference.ref,ClassPeriodReference.ClassPeriodIdentity.SchoolReference.SchoolIdentity.SchoolId,ProgramReference.ProgramIdentity.ProgramName,ProgramReference.ProgramIdentity.ProgramType,ProgramReference.ProgramIdentity.EducationOrganizationReference.id,ProgramReference.ProgramIdentity.EducationOrganizationReference.ref,ProgramReference.ProgramIdentity.EducationOrganizationReference.EducationOrganizationIdentity.EducationOrganizationId
255901001_02-Traditional_GATGEOM_181_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,GAT-GEOM,,,2016-2017,2016 - 2017 Fall Semester,,,255901001,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901001,,,255901001,,,255901001,,,181,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_GATGOVT_182_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,GAT-GOVT,,,2016-2017,2016 - 2017 Fall Semester,,,255901001,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901001,,,255901001,,,255901001,,,182,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_GATPHYSICS_183_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,GAT-PHYSICS,,,2016-2017,2016 - 2017 Fall Semester,,,255901001,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901001,,,255901001,,,255901001,,,183,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_GATUSHIST_184_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,GAT-US-HIST,,,2016-2017,2016 - 2017 Fall Semester,,,255901001,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901001,,,255901001,,,255901001,,,184,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_GATWGEO_185_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,GAT-WGEO,,,2016-2017,2016 - 2017 Fall Semester,,,255901001,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901001,,,255901001,,,255901001,,,185,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ALG1_186_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ALG-1,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,186,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ALG2_187_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ALG-2,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,187,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ART1_188_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ART-1,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,188,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ART2_189_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ART-2,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,189,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ART3EM_190_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ART3-EM,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,190,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ART4EM_191_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ART4-EM,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,191,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_BIO_192_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,BIO,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,192,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_CHEM_193_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,CHEM,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,193,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_CL09_194_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,CL-09,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,194,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_CL10_195_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,CL-10,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,195,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_CL11_196_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,CL-11,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,196,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_CL12_197_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,CL-12,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,197,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_CREATWR_198_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,CREAT-WR,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,198,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ECOFE_199_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ECO-FE,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,199,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ENG1_GYM_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ENG-1,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,GYM,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ENG2_LIBRARY_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ENG-2,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,LIBRARY,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ENG3_CAFETERIA_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ENG-3,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,CAFETERIA,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ENG4_AUDITORIUM_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ENG-4,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,AUDITORIUM,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_ENVIRSYS_100_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,ENVIRSYS,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,100,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_GEOM_101_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,GEOM,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,101,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_GOVT_102_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,GOVT,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,102,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_HLTHED_103_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,HLTH-ED,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,103,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_HUMT_104_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,HUMT,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,104,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_PE09_105_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,PE-09,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,105,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_PE10_106_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,PE-10,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,106,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_PE11_107_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,PE-11,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,107,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_PE12_108_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,PE-12,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,108,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_PHOTJOUR_109_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,PHOTJOUR,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,109,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_PHYSICS_110_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,PHYSICS,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,110,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_PRECALC_111_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,PRE-CALC,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,111,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_PS09_112_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,PS-09,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,112,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_PSYI_113_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,PSY-I,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,113,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_SPAN1_114_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,SPAN-1,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,114,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_SPAN2_115_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,SPAN-2,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,115,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_SPAN3_116_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,SPAN-3,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,116,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_TAMULTIM_117_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,TAMULTIM,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,117,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_USHIST_118_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,US-HIST,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,118,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_WGEO_119_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,WGEO,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,119,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_WHIST_120_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,W-HIST,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,120,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_WSI_121_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,WS-I,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,121,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_HONALG1_122_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,HON-ALG-1,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,122,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_HONALG2_123_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,HON-ALG-2,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,123,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_HONBIO_124_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,HON-BIO,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,124,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_HONCHEM_125_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,HON-CHEM,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,125,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_HONENG1_126_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,HON-ENG-1,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,126,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
255901001_02-Traditional_HONENG2_127_20162017,,uri://ed-fi.org/EducationalEnvironmentDescriptor#Classroom,uri://ed-fi.org/LanguageDescriptor#eng,,,1,,,HON-ENG-2,,,2016-2017,2016 - 2017 Spring Semester,,,255901001,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901001,,,255901001,,,255901001,,,127,,,255901001,,,02 - Traditional,,,255901001,Regular Education,uri://ed-fi.org/ProgramTypeDescriptor#Regular Education,,,255901
